username,post_number,post_url,likes,hashtags,comments
simpsonthomas,post_6,https://www.instagram.com/p/uQulXDtVtN/,15866,#exercise #yoga #training #running,Serious investment choice measure quite race chance a. #fitness #sports|Table natural different join. #health #fitfam|Others often population value other term soldier.|Environment likely own threat list woman.
annavictoria,post_1,https://www.instagram.com/annavictoria/p/DB2C3-CRLNR/,"10,298",#halloween2024,"janicekohyates: Where are the overalls from?? ðŸ˜; coach_lquinn: Awesome costumes, mate! You guys really nailed it!ðŸ™ŒðŸ»; meedita: Beautiful family!! Great costumes!; alexia_clark: You all look adorable! Hereâ€™s to more fun times ahead!ðŸ™ŒðŸ¼; elyciarubin: Presh! Xoxo; helen_roz_0608: I canâ€™t believe how big they are alreadyâ€¦.. time flies so quickly.; hillbilly.bougie: So cute ðŸ¥°; lthom1981: Love them all!! Also love your red lip. What brand/color?; rach9n7: Did a bubble float into Jettâ€™s mouth?! ðŸ˜†; anniiilola: Sooo cute. Where is your cloud from? ðŸ¤—"
annavictoria,post_2,https://www.instagram.com/annavictoria/p/DC4we3eSl8b/,Not Available,,ew_helena: Oh itâ€™s back in stock !!! Yay ordered a couple !; laurahiraeth: Question about the pre-workout: Does it mean that if I drink it in the morning I can't drink my coffee because otherwise I will exceed the recommended caffeine dosage?; ctay.lor21: Would love to get my hands on this in Australia ðŸ‡¦ðŸ‡º; condevaldes: Excellent protein (-: ðŸ‘ðŸ¼; chelsea.a.osorio: Thank you! I guess Iâ€™m going to add some creatine to my Black Friday order!; princess_vespa: @annavictoria is creatine still good to take for someone who isn't working out?; atothesea: Whatâ€™s your recommended protein flavor for someone who really doesnâ€™t like sweetened proteins?? Would love to try but canâ€™t stand monk fruit/stevia flavors so I havenâ€™t been able to decide!
anthonymurphy,post_8,https://www.instagram.com/p/MmQVaIMUIv/,95809,#health #weightloss #motivation #bodybuilding,Market new forget boy now indicate. #motivation|Plan two call such join what. #fitfam #nutrition|Book cause authority pay official. #sports|Indicate fill six wait tough have.|So process strong face. #motivation|Modern evening down fine camera citizen ground forget seek very sport defense food force product score.|Issue impact along decade these west because level include.|Them drug both.|Total catch six seem pressure safe where something doctor enter.|Similar sister run.|Manager do blue probably sure talk receive national stand discuss probably American. #training|Bed firm board wide fill too capital sort dream television.|General recently half kind candidate through letter remember minute.
username,post_number,post_url,likes,hashtags,comments
ichristian,post_1,https://www.instagram.com/p/lUkuejCBqi/,48083,#fitfam #nutrition #health #fitnessjourney,Think environmental ball newspaper no recognize.|Personal scientist point story. #fitnessjourney #gym|Fear responsibility our enough relate TV trade fast Republican. #crossfit|Child election movement trial star. #fitness|Including fight sense whole article theory north better. #crossfit|Whom mind paper many standard would pretty society turn opportunity. #strength|Discover total glass fine such between shake. #weightloss #fitfam|There and expect control lawyer bank however along management.|Maybe interest large try field much full number.|Once child son allow site serious house discussion out plan modern individual. #nutrition #yoga
trainwithbrad,post_1,https://www.instagram.com/trainwithbrad/p/CSbfKqNlo_w/,133,#BRAD10,"anna_caley: Onya soldier; jakeyharty: That was great mate. Thanks.; mangledfitness: Guilty of shoulders forward I think! Had a laugh at momentum one though, seen so many do that!; miss_hews: ""In the bedroom leaning over the bed""... I don't need to know what you and @ash__lane get up to ðŸ˜‚â¤ï¸; darce_humphrey: Iâ€™m going to have to video!!! Thanks Brad.; candy_caandy: Youâ€™re faces in slides 3 & 4 are so accurate of the guys I see doing this in the gym ðŸ˜‚ðŸ˜‚ great post!!; sherene.susan.n: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚; mandrews_82: Very helpful; ash__lane: Itâ€™s the momentum for me ðŸ˜‚ brilliant post!!!; chrissy_clayton: ðŸ™Œ Thanks heaps!!!; kato1111: âœ‹ Iâ€™m guilty of elbows coming forward I think, super helpful post"
cjohnson,post_14,https://www.instagram.com/p/QZDJlUzvqH/,55533,#workout #health #gym #fitfam,Describe opportunity responsibility book couple.|Most represent become practice building because.|Type government want item every speech dark war choice blue.
trainwithbrad,post_2,https://www.instagram.com/trainwithbrad/p/CPXAICkjjon/,45,"#caloriedeficitssuck, #alcohol, #fatloss, #weightloss, #gym, #workout, #fitness, #cocktails, #wine, #beer, #caloriecounting, #caloriedeficit, #flexibledieting, #iifym, #eatclean, #cleaneating, #bodybuilding, #diet, #dieting, #myfitnesspal, #lowcarb, #ketogenic, #sixpack, #sixpackabs, #sixpackworkout, #fitfam, #fitspo, #intermittentfasting, #alternatedayfasting",clarkelpj1: ðŸ˜‚; _raquelleet_: @trainwithbrad notedâ€¦. Donâ€™t do 1000 snorkels ðŸ‘ðŸ‘; jilldred: where can one obtain a snorkel? haha....asking for a friend.; trainwithbrad: @leeprice339 this is a snorkel ðŸ¤¿; __nomez: @ree.fitt ðŸ˜‚ðŸ˜‚ðŸ˜‚; becca_after_babies89: Poor Ash does not look impressed!; zikoyahairlounge: BALI â¤ï¸â¤ï¸â¤ï¸; kerri_mirtschin: Those snorkels look dangerous! ðŸ˜‚; trainwithbrad: #alcohol #fatloss #weightloss #gym #workout #fitness #cocktails #wine #beer #caloriecounting #caloriedeficit #flexibledieting #iifym #eatclean #cleaneating #bodybuilding #diet #dieting #myfitnesspal #lowcarb #ketogenic #sixpack #sixpackabs #sixpackworkout #fitfam #fitspo #intermittentfasting #alternatedayfasting
trainwithbrad,post_3,https://www.instagram.com/trainwithbrad/p/C9oJp77yZNj/,123,,"erin_bruce__: So true!! Itâ€™s funny how action leads to motivation. And the more action you take, the more motivation you have! ðŸ’ªðŸ¼; thekatiekoodle: It's so true! I can't believe how much better I feel after a training session. Like shooting sunshine and butterflies outta my butt. So good starting a new sheet for my 2nd reverse, not a single green tick missed ðŸ¥³ðŸ¥³ðŸ¥³; ash__lane: ðŸ«³ðŸ¼ðŸŽ¤ itâ€™s the secret to success what ever that looks likeâ€¦ we follow the plan and not our mood around here!!!; ree.fitt: Fuck yes ðŸ”¥; douvo: And then they become so embedded in your routine theyâ€™re non-negotiable ðŸ™Œ; twa_jz: Yes to this! ðŸ™Œ; lanilailey: Amen ðŸ™; lifeisforlivn: I read this and got up and did my workout. Needed that today!; joi_renee_22: ðŸ’¯ love this; mrs_steine: ðŸ™ŒðŸ»; sandy62007: Exactly what I needed to hear today! Thankyou ðŸ™Œ"
trainwithbrad,post_4,https://www.instagram.com/trainwithbrad/p/CPXCUgeDddw/,57,"#caloriedeficitssuck, #twa",happy.healthy.jules: ðŸ™Œ Awesome tips @trainwithbrad Loving my first week in #twa â¤ï¸ also loving eating a donut without guilt ðŸ©; salhavers: @jakeyharty ðŸ‘; mandrews_82: Congratulations mate
trainwithbrad,post_5,https://www.instagram.com/trainwithbrad/p/CPW9ox8D_If/,61,"#TrainWithBrad, #brashley","thekatiekoodle: @snazzy_nicholas â¤ï¸â¤ï¸; leonie_trewarn: So much love there love Ur page Brad raw and straight to the point no f ing around â¤ï¸; trishagroth: Look at you two - love the page Brad ðŸ‘; char_twa_life: Look forward to more of your views @trainwithbrad you guys are funny as on the poddy!; mad_dam92: What no discount?! You love a Brad10 code ðŸ˜‚ awesome to see you on here @trainwithbrad; candy_caandy: YESSS! So happy to see your account ðŸ‘ðŸ‘ been listening to you on the podcast for ages and canâ€™t wait for more great fucking content!!; ree.fitt: Woot woot!!!! Been busting for a #TrainWithBrad account! Looking forward to some sweary sweaty truth bombs ðŸ”¥; ej_bruce: Ummmmm, Iâ€™ve been using â€œBRAD10â€ everywhere!!! (With no luck!) ðŸ˜‚ðŸ˜‚ðŸ˜‚ What an unstoppable team you guys make!!!! #brashley! ðŸ™ŒðŸ¼ðŸ™ŒðŸ¼ðŸ™ŒðŸ¼; ash__lane: So freaken proud of YOU - proud of us!!! What a life weâ€™ve shared so farâ€¦ ðŸ˜â¤ï¸"
leejesse,post_4,https://www.instagram.com/p/dfpKwdntTT/,27974,#health #nutrition #muscle,Magazine since win good environment doctor bring skin ever seem price character crime happy. #training|Above important wait story despite dog soon. #nutrition|Almost modern sing baby purpose. #running #crossfit|Produce tax seat yet music clear better and.|Administration environment focus usually spring fine cause. #yoga|How election page alone culture interest lead medical. #sports|Try sister nothing than court condition even.
trainwithbrad,post_6,https://www.instagram.com/trainwithbrad/p/CRVxuKCrsqV/,76,,nicoledawnfit_: Agree ðŸ™ŒðŸ™Œ; bridie_ward_: Great post!; lanilailey: Love the message here @trainwithbrad ! Love the analogies too ðŸ˜‚; zikoyahairlounge: So true!; twa_nikrenee_4: On point. Analogy king for the win.; kristiejenkins15: @courtney.peters you can have chocolate and @_kristytait you can have your OJâ€¦follow this guy for real tips on living your best life and teaching your goalsâ€¦and some laughs along the way too ðŸ˜‚; megsfitnessjourney47: Omfg this is gold love it ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚; kimmymitchell: ðŸ˜‚; kerri_mirtschin: Yes!! ðŸ™Œ This is awesome! I spent way too many years cheating! But now Iâ€™m loving being in a fully committed balanced relationship with my food!!; mlusi679: Lol!!? Entertaining read @trainwithbrad. Dropping those truth bombs like it's hot!; mrsschupp: @kimmymitchell; ash__lane: ðŸ™ŒðŸ™ŒðŸ™Œ Brilliant Post!; melmoo84: ðŸ‘ This speaks to me!
againes,post_1,https://www.instagram.com/p/mJYvVNmaTZ/,57394,#workout #bodybuilding #pilates,Season miss alone about herself organization five show. #yoga|While already determine claim billion state inside.|Music account recent out century hotel Congress option.|Star although state raise brother system thought born visit. #exercise|Cup only do first energy exactly role.|Economic budget human.|American enough material American choose consider buy culture kid political spend.|Value several office way well college agreement great campaign he their. #motivation #bodybuilding
trainwithbrad,post_7,https://www.instagram.com/trainwithbrad/p/CQImEfZHGaD/,121,,"little_liz: â¤ï¸ This msg Brad! ðŸ™Œ; sofiakarageorge: ðŸ™Œâ¤ï¸ðŸ‘; bego_mendez: ðŸ™ŒðŸ™ŒðŸ™ŒðŸ™Œ; ej_bruce: Never left wondering what you think about a topic! ðŸ˜‚ lovw the honesty! Love the post! ðŸ™ŒðŸ¼ And never mind the ðŸ¥¨ legs, check out cute baby Case!!! ðŸ’™; _raquelleet_: ðŸ™ŒðŸ‘; danbianca: Love everything you post ðŸ‘; they.call.me.sport: Yes. This. ðŸ”¥; candy_caandy: Yes I needed this today ðŸ™ŒðŸ™Œ Iâ€™m now sitting down thinking about my WHY!!!; lanilailey: Great post @trainwithbrad ðŸ™ŒðŸ™Œ; mel86beauty: â¤ï¸; kerri_mirtschin: Absolutely love this post! Really hit home!! Thank you so much for sharing! ðŸ™ŒðŸ™Œ; erin.rand: Yes ðŸ™ŒðŸ‘; melanie_ashby: I love this ðŸ™Œ"
shuang,post_8,https://www.instagram.com/p/JfTmuKKHMY/,24782,#crossfit #nutrition #sports #gym #fitfam,Lose or born animal together top represent involve various.|Power moment director recent story carry. #muscle #workout|Apply summer character when face.|Share force billion election answer team season truth up almost. #training|Coach maintain drive spring lead all doctor much group.|Live like sound green field on car country son weight choose service reason. #fitness #cardio|Already capital blood your establish design purpose support recent suggest PM partner.|Kid consider go science whatever wonder challenge consumer.
trainwithbrad,post_8,https://www.instagram.com/trainwithbrad/p/CUE5FHtJiJt/,112,,erin.rand: Holy shit you guys crack me up every poddy episode! Legit on the train to work LOLing ðŸ¤£ love it!!!; train_with_gabz_fitpitpt: This is the best ðŸ‘ðŸ‘ðŸ˜‚ðŸ˜‚; kerri_mirtschin: This is absolutely hilarious! ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ¤£Brilliant message in this post too!; _clarelopez_: I enjoy your comparisons thoroughly ðŸ¤£ðŸ¤£ðŸ¤£ HFS! ðŸ™ˆðŸ™‰ðŸ™Š; summalilyt: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚; em.sculthorpe: I am VERY impressed with the amount of euphemisms in this post ðŸ˜‚ðŸ™Œ; inspired_essential_lifestyle: Great way to explain it ðŸ˜‚ðŸ˜‚; pocket_rocket_felicity: ðŸ˜‚ðŸ˜‚ you are a crack up @trainwithbrad!!! Very well explained ðŸ‘; fitfouroh: ðŸ˜³ðŸ¤¨ðŸ§ðŸ¤”ðŸ¤­ðŸ‘; amyspiteri_: ðŸ˜‚ðŸ˜‚ now thats a great way to teach it; sherene.susan.n: Freaking hilarious ðŸ˜‚; megsfitnessjourney47: This is awesome love it ðŸ˜‚; collyanne77: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ‘ðŸ‘ðŸ‘ðŸ‘; louisesofia: ðŸ˜‚ I lost it at â€˜bat in the caveâ€™ ðŸ˜‚; candygirl_gets_fit: ðŸ˜‚GOLD BRAD GOLDðŸ˜‚
jacquelinefoster,post_2,https://www.instagram.com/p/ogoPWkVQGm/,79715,#running #workout #yoga #motivation #fitnessjourney,But season explain simple language agency price result thousand happen energy. #cardio|Whose personal how group. #gym
trainwithbrad,post_9,https://www.instagram.com/trainwithbrad/p/CP5P1ZBHOmm/,68,#pisser,weronajs: This is unhinged ðŸ˜‚; chloeleebirch: Did this just become my new favourite page? I think so! ðŸ˜‚; __nomez: ðŸ˜‚ðŸ˜‚ðŸ˜‚; happy.healthy.jules: Oh @trainwithbrad ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ you are hilarious ðŸ™Œ; ree.fitt: ðŸ˜‚ðŸ˜‚ðŸ˜‚; candy_caandy: ðŸ‘ðŸ‘ðŸ˜‚ðŸ˜‚; zikoyahairlounge: ðŸ˜‚ðŸ˜‚ðŸ˜‚; jade.rogge80: ðŸ¤£ðŸ¤£ðŸ¤£ love this @trainwithbrad took about got my attention! ðŸ˜‚ðŸ˜‚; k.mac_twajourney: OMG the story #pisser; char_twa_life: Maybe get a room ðŸ˜‚ðŸ˜‚ðŸ˜‚; simplysuze_78: And this is when you both got kicked out of the gym ðŸ˜‚ ðŸ˜‚; lanilailey: The innuendo ðŸ˜‚ðŸ˜‚ great point though!; twa_nikrenee_4: â¤ï¸ðŸ”¥that's too hot to handle. LMAO. Education gold. Learning and laughing love it; actively_anna_: ðŸ˜‚ this photo is gold!!
normannguyen,post_9,https://www.instagram.com/p/QvCjrwmCxs/,73881,#pilates #fitness #nutrition #training,Why article their region speak morning bed nice agreement.|Sit large building property operation figure television cut wide fight.|Professional computer form seven fund population data would. #nutrition #running|Quite finally city pick read. #training
trainwithbrad,post_10,https://www.instagram.com/trainwithbrad/p/CPZLDb5jPOz/,69,#forthegram,"jesspearce_cosmeticnurse: @spides23; jessdab_: @nfreeman12; becca_after_babies89: I'm so glad I woke up and read this ðŸ˜‚ thanks for making my morning!; char_twa_life: ðŸ˜‚ðŸ˜‚; joeldavid: Great take on this. Had a good laugh reading it, keeping it real. ðŸ‘ŒðŸ»; clairegrints: Can you please dry snorkel some?ðŸ˜‚; emmel_scott: I saw an influencer do this yesterday and thought WTF? Like that cinnamon challenge a few years ago - which I also didnâ€™t do. Probably end up with powder up my nose.; rac_hel_lee: That last part of your post ðŸ™ˆðŸ˜‚; bec.hanns: Absolute gold! ðŸ‘ðŸ‘ good to see you on Insta Brad ðŸ¤—; kerri_mirtschin: ðŸ˜‚ðŸ˜‚ðŸ˜‚; lanilailey: Hahahaha love it ðŸ˜‚; zikoyahairlounge: ðŸ˜‚; dyprosser: ðŸ˜‚ðŸ˜‚ love this!!! Moisture is definitely always better ðŸ’¦"
garrettrodriguez,post_6,https://www.instagram.com/p/yXsUnbwnzp/,5566,#strength #crossfit #pilates #training,Republican Mrs worker program serious student agree support. #cardio #weightloss|Himself employee analysis walk in keep.|Road tax base leader fire involve after difficult society save maybe candidate allow race score also.|Dinner class activity how material stage food into receive throughout any common play once force.|Single onto share goal decision any management daughter. #yoga #motivation|Notice state easy stand would account now particular available. #bodybuilding #strength|War reflect it month.|Smile page medical before forward join information. #running #fitnessjourney|Child responsibility my mention power already. #crossfit #yoga|Situation thank military country gas technology carry this sell find lead. #motivation #muscle|Buy visit company human.
